	log2fc	bh_corrected
PKH3	0.14055637	0.249391419
CMS1	0.250789982	0.249331294
SRP72	0.133594248	0.249437926
CDC24	0.125117019	0.249936192
SSB1	-0.469857797	0.249879249
GAP1	0.098408052	0.249852738
PRP4	0.224106289	0.249789162
RNR4	0.297143339	0.249963881
SAM37	0.144606891	0.250163401
TIM44	-0.2181282	0.250104072
YDR381C-A	0.389930236	0.250175282
OCA6	0.220073149	0.250210188
ACP1	-0.257587649	0.250603897
ATG13	0.188624242	0.251006162
SWD3	0.106899727	0.251202895
CMK2	0.175901014	0.251112756
SYT1	0.155444609	0.251061351
NOT5	0.050998061	0.251146366
YIR024C	-0.432895075	0.252149483
SAC1	0.160765107	0.252576854
RPG1	-0.159007712	0.252875022
BUD20	-0.22197448	0.253113714
GYP1	0.210188798	0.253375411
YJL049W	0.164381919	0.254238024
YLR281C	-1.040712637	0.254153692
VNX1	0.157151477	0.254232458
PDX3	0.102597273	0.254136742
IRC3	-0.298765519	0.254886989
HUA2	0.192014878	0.255144939
MLP1	0.185901264	0.25508927
MSB4	-0.139742833	0.2551959
NTH2	0.22147675	0.255438533
YJR129C	0.183842123	0.256014681
EFR3	0.061198842	0.256815212
PGM3	-0.096066876	0.256864771
ARO4	-0.245913804	0.257187386
INH1	-2.140165647	0.257213714
RPS6B	-0.539152077	0.257407161
STE13	0.191666124	0.257445317
RAD14	0.163114365	0.257505799
YGR251W	0.175950024	0.257950308
HIR3	0.151582894	0.257847984
SYH1	0.215492826	0.257797467
RAD28	0.352961842	0.258162912
YPL199C	0.156131332	0.258224815
GET1	0.239065888	0.258190473
CHK1	0.213812521	0.25815965
GUP1	0.200027925	0.258067228
RSA4	0.135046025	0.258003758
KAR4	-0.343584325	0.258097881
UBP6	-0.11662494	0.258520176
RPL33A	-0.140954433	0.258812834
TVP23	0.079581877	0.259558266
NOP14	-0.127867827	0.259588887
ASI3	0.346841152	0.259905757
UTP20	0.103862562	0.259949513
TGL1	0.092154991	0.260435121
AIR1	0.185101795	0.260437657
YOR296W	0.141875621	0.260510837
PPE1	0.216471908	0.262290232
RAS1	0.197859667	0.262424142
PMR1	0.12680059	0.262448914
SHS1	-0.202048197	0.262706723
PEX12	0.280032439	0.263007057
YAP3	-0.201394815	0.263143659
PAB1	-0.135599124	0.263154495
YRB30	0.17281964	0.263582594
HCS1	0.113478195	0.263796787
SUM1	0.214586171	0.263738289
LAG1	0.236513347	0.264123362
YKL075C	0.161017395	0.264194918
SCO1	0.126050924	0.264093555
TOP2	0.118076129	0.264412218
MTC6	0.398784626	0.264432081
PRP24	0.157245781	0.264810351
TCB2	0.172542768	0.264852806
YOR093C	0.095585602	0.264990046
ULP2	0.120825519	0.265012159
PAA1	0.197381062	0.265136101
SAH1	-0.295808763	0.265067717
HUA1	0.306274395	0.266829896
RPL10	-0.514956502	0.266962682
SIP1	-0.149699953	0.266869779
IES6	0.149746158	0.266834095
YOL086W-A	-0.367660492	0.266977194
YML018C	0.224989919	0.267516455
YEL043W	0.189576477	0.268093137
RPL31A	-0.415749115	0.268499037
APN2	-0.135446166	0.268424127
YJL218W	0.539302516	0.269839723
VPS8	0.274247612	0.270547834
CSR2	-0.135875749	0.270603353
PET122	-0.099766505	0.270612517
RPL42B	-1.26424915	0.270518181
YBR016W	0.488274076	0.270673833
YPR153W	0.273474964	0.270838657
YPR089W	0.126662105	0.271114904
EXO70	0.106936646	0.271401941
MOG1	-0.091341132	0.271326724
NEW1	-0.139485277	0.272642118
RPL16A	-0.314893941	0.272841878
AIM25	-0.077682971	0.273024129
THP1	0.192319598	0.27405679
MVP1	0.265940156	0.274079787
IRC21	0.145617029	0.274227182
SLK19	-0.128208777	0.274403724
VMA11	0.179732221	0.275087206
CUE3	-0.105479201	0.275151748
PBI2	-0.911608363	0.275370579
RPL39	-0.320285616	0.275581358
HGH1	0.156926035	0.275529684
TAD3	0.238174142	0.275569189
YDR415C	0.168988139	0.275759522
MRC1	0.1613187	0.276031254
MOB2	0.152234792	0.276357785
HEM12	-0.11515812	0.276333059
SRP101	0.142494353	0.276228741
MDM38	0.073080287	0.276127062
YMR087W	-0.153121222	0.276029194
DEF1	-0.221226949	0.276259792
CBP2	-0.239482323	0.276489282
NUP116	0.14730859	0.276647942
PRP40	0.186780388	0.27759371
PEX1	0.182900468	0.278018696
ATG26	0.181054691	0.278006858
NIP1	-0.131280259	0.278267547
ZRG8	-0.115204461	0.278320346
HSP104	0.111614073	0.27891589
UBP16	0.166214262	0.278867307
MSO1	0.211840845	0.278938935
TAF13	0.156312969	0.27890402
FBP26	0.110310245	0.279484582
GRS1	-0.09885623	0.281605411
SOL3	-0.182234416	0.282164929
TAH11	0.322036839	0.282084225
PIN4	0.229106809	0.282533756
RPP2B	-0.595004425	0.283203907
CEM1	-0.138338853	0.283573003
RTK1	0.264603762	0.283926038
SPC3	0.24285188	0.284115342
VTC2	-0.202117655	0.284246695
TAD1	0.063884492	0.284771586
VPS54	0.173283049	0.2849498
HOM2	-0.428554889	0.284860093
YJR084W	0.128865957	0.284929045
GCD7	-0.110797715	0.28505894
BTT1	-0.393531167	0.285033075
CBP3	-0.08390333	0.284978423
PUS1	0.136647485	0.285127087
LUC7	0.07506207	0.285089451
AKL1	0.085165281	0.285252894
NUP42	0.180703692	0.285252367
RPL13A	-0.45861847	0.285677704
GOR1	-0.180519692	0.286608323
YGR149W	0.285149906	0.288836443
LSM6	0.239028901	0.289782471
TMA23	0.307583911	0.289675078
NSG2	0.144080742	0.28989721
BEM1	0.095944045	0.290006378
HSP82	0.171764497	0.291678423
RPL34A	-0.293829319	0.292665758
YLR419W	-0.158056723	0.292675484
RRP7	0.097559495	0.293016848
DBP10	0.129122894	0.292983592
SEC10	0.14642721	0.29347841
CDC7	0.113476655	0.295393636
PEX5	-0.13397581	0.295936806
END3	-0.079001983	0.296331211
RAD59	0.23481396	0.296896938
LEU4	-0.107450299	0.29739882
YDL176W	0.151523041	0.297379624
YLR243W	0.17530328	0.297516725
FAD1	0.352585313	0.299045465
MDM32	0.149122274	0.299919291
OCA5	0.118173179	0.301030877
PIB1	0.355424222	0.301059179
YDR239C	0.134308841	0.301178845
STT3	0.20086057	0.301461947
ECM16	0.108968017	0.301374313
RPS29A	-0.404076657	0.301693665
SPT23	0.214387447	0.301601088
HLJ1	0.189219049	0.301914997
CDC5	-0.097752201	0.302143269
ESC2	0.258114845	0.302844309
TOM70	-0.10466069	0.303320331
YBR287W	-0.346606229	0.304894235
YDR444W	0.137891344	0.304797643
RSC58	0.07811209	0.304693721
PCM1	-0.327203058	0.304578235
TIF6	-0.156839758	0.306202093
YDR306C	-0.135689912	0.306107391
VAS1	-0.147408756	0.306077496
COQ8	-0.157571786	0.307062854
VBA4	-0.325678627	0.307295013
BDH2	0.612670056	0.307977613
CRM1	0.068333644	0.309288817
RGP1	0.082092451	0.309780216
YJR111C	0.26357821	0.309825171
SSM4	0.099112859	0.310474071
SWP1	0.213811391	0.310691267
KRE33	0.085253172	0.310736273
RRP40	0.168511473	0.310888883
MAD2	0.148551992	0.311049632
COG8	0.161554817	0.310982262
ALG5	0.09483274	0.311760603
RPS15	-0.601324606	0.311755655
GUA1	-0.107630249	0.311711927
GVP36	0.151548624	0.31170418
YHL008C	-0.21206037	0.311714092
MCM5	0.091681717	0.311959518
BZZ1	0.150075386	0.312252624
RCL1	0.100343744	0.312272597
YSC83	-0.111126842	0.312229146
EUG1	0.457998146	0.312429207
YKE2	-0.185747894	0.312378125
DSK2	-0.183243397	0.3131958
TEA1	0.251771097	0.313205836
AIM39	-0.133744062	0.313161898
IWR1	0.176748813	0.31334635
YDL063C	0.273471754	0.313532111
GOT1	0.131333788	0.313666071
LSM3	-0.214834296	0.313812943
SOG2	0.102816853	0.31390974
MRP21	-0.87429574	0.313838985
SLI15	0.240388465	0.31438691
MAD1	0.176222197	0.314640563
YDL086W	0.360175936	0.314572497
RPL37A	-0.550414846	0.315333482
POM34	0.136484404	0.315821694
YPT1	0.186722856	0.317212984
CWC2	0.118483065	0.317217963
RPS17B	-0.406107885	0.31871626
RPO21	0.078493858	0.318870486
SFH1	0.112954826	0.319700193
PTK1	0.258867755	0.319720205
GRX1	0.111143252	0.319770086
YPR063C	0.399473587	0.320060691
ERS1	-0.071466366	0.320032158
AMN1	-0.265337467	0.320712155
PPZ1	-0.122563126	0.32075944
CWC25	0.281222113	0.321073885
MCM10	-0.165852327	0.321280928
NUP192	0.065868393	0.321794708
DUT1	0.141257889	0.321748461
YPL113C	0.647267441	0.321746081
TRM82	-0.265518077	0.321664082
MIC14	-0.747086026	0.322022697
CAF16	0.110396484	0.322025147
SAP30	0.145758778	0.322248093
ECM18	-0.160033453	0.322352557
YRB1	0.171250612	0.323022395
CTK1	0.13879035	0.322991448
SIR1	0.203071565	0.322904726
MET22	0.201152632	0.322852976
PRK1	0.080659993	0.322982955
RPB8	0.164570751	0.323774882
TRS65	-0.052469741	0.323674917
ERV29	0.192336158	0.324595935
SHE1	0.220596222	0.32448501
GPA1	-0.074972017	0.324709398
BUD8	0.24547173	0.324875778
LDB16	0.198777221	0.324768098
YBR235W	0.120824044	0.324858144
PHO23	0.253992103	0.324848336
AIM14	0.140915469	0.326374196
VTC3	-0.181431269	0.326296203
BEM3	0.130477647	0.326248927
CHZ1	0.227627381	0.326443462
YMR226C	-0.180844098	0.326673729
RPS11B	-0.523720362	0.326843952
RPS25A	-0.652800256	0.326874378
YNL144C	0.148049696	0.327815659
TRP3	0.123422043	0.328089795
WSC2	-0.571402123	0.328058841
CDC3	-0.061896149	0.332511825
MNT3	0.193502551	0.332435897
RPN3	0.027229554	0.332576885
YDR248C	0.127275531	0.33260716
DIA2	0.166994186	0.332832221
GNA1	0.063989634	0.33298271
LSB1	-0.243584424	0.333087482
PUS4	-0.099772489	0.332993892
MDE1	0.254954725	0.333146326
YLR179C	0.182262205	0.333220067
MCM7	0.101026537	0.333290962
TAL1	-0.191301532	0.333286645
RIM20	0.153171636	0.333195812
RPL7A	-0.420980826	0.333911683
ENT5	-0.136521926	0.334213572
JHD2	0.098736608	0.334150751
ATG4	0.269881451	0.334475374
CHA4	-0.111846094	0.334633765
OPI1	-0.168356467	0.336458537
YKL077W	0.15758919	0.336631182
BFR1	-0.186239274	0.336846917
REF2	0.155559763	0.336910072
BIO2	0.14590575	0.336847596
REX2	-0.10179398	0.337033734
PRC1	0.322123163	0.337046276
MMM1	0.105017293	0.337031266
SCS7	0.350389143	0.336911708
JSN1	0.158310244	0.336799615
IMA3	0.234299098	0.336819591
TCB3	0.167508882	0.33670614
PDB1	0.137322218	0.336919829
SRB5	0.106201089	0.337641512
PEX22	0.157443119	0.337749284
CDC11	-0.211298755	0.338026217
PIK1	0.121545636	0.338355975
ERV1	-0.135001497	0.338975915
ROT2	0.169908313	0.340555656
STH1	0.138260727	0.340668869
RPN8	-0.135349075	0.340749997
BBC1	-0.141370645	0.340739112
STO1	0.108271688	0.340772958
TPT1	0.200105883	0.34096369
UBP10	0.116372769	0.341310345
AVT7	0.185102327	0.341365144
FRS2	-0.173843785	0.341434725
RIX1	0.142306429	0.34152182
YFH1	-0.466725082	0.341689698
UTP13	-0.105935627	0.343210104
YLL058W	-0.097698319	0.343183079
SCM4	0.429129926	0.3435036
GDS1	0.358433007	0.344681154
RPS3	-0.383581425	0.344793643
SPC110	0.119433998	0.344873099
HSP10	0.154723828	0.345453433
RPA190	-0.098385847	0.345419513
NIT3	0.368641645	0.345321474
ARO1	-0.103056296	0.345563138
RSC30	0.200164134	0.345936677
ATE1	0.214698312	0.346317857
CPD1	0.357007638	0.346301051
RCO1	0.15784804	0.346347006
RAD53	0.282971489	0.346936988
PEX27	0.143593933	0.347513094
RRP5	-0.069901343	0.34740167
TMA46	-0.124446583	0.347686321
UBP12	0.146405738	0.347563797
YOS1	0.18457931	0.34751625
MRN1	-0.105224563	0.348031047
COF1	0.314409626	0.347949111
MCX1	-0.140827876	0.348047476
PUB1	-0.141813	0.347922185
RPS30A	-0.418662521	0.348623454
DBP3	-0.293978635	0.348578002
YGR210C	-0.239154723	0.348833689
RRP36	0.124406806	0.348881385
SFT2	0.099968766	0.34919081
HNT2	0.160010103	0.349982053
PPT1	-0.19934476	0.350109996
TFB4	0.284928295	0.350130168
RNH201	-0.202128969	0.350168901
RRN9	0.129549465	0.350119219
CCR4	0.121256272	0.351427157
REH1	-0.161600706	0.351628795
SNU23	0.080773933	0.351515488
OPI3	-0.497454044	0.35176088
HMO1	0.267573969	0.35231148
SLM4	0.105170332	0.352288202
ERP5	0.236028585	0.352763837
NHP2	-0.276727624	0.352828017
ZDS2	-0.097030504	0.353501202
FAF1	0.197714632	0.353546205
APN1	0.06165245	0.353803284
MED6	0.12332149	0.354018349
RPB5	-0.101407356	0.354002526
BNA6	0.224549771	0.354444309
SLM2	-0.073061132	0.355387972
IKS1	0.13051715	0.355548763
ELM1	0.231428564	0.355640276
ERG11	0.213212094	0.355636675
TIM12	-0.241144661	0.355546736
IDH2	-0.210413894	0.355909056
CHD1	0.133368129	0.356082385
COX23	-0.307074458	0.356228174
KHA1	-0.142413196	0.356174753
RDI1	0.207491733	0.356361376
RPT6	-0.058104525	0.356822136
PRE8	0.155258012	0.356735262
TOM71	-0.08977278	0.356912208
KRE2	-0.121054077	0.357276701
NOP2	-0.128260652	0.357205813
SMY1	0.129875411	0.357609515
CPT1	-0.174503008	0.358473332
YDR506C	0.101090371	0.358684275
RUB1	0.169447815	0.359154327
RIT1	-0.101154139	0.360430361
TAF7	0.14961534	0.360570291
SNT2	0.218639843	0.360907274
PEX15	0.04976495	0.36124376
TAZ1	0.101393761	0.361123827
WHI5	0.175161313	0.361425908
RPL22B	-0.151323388	0.361957793
TID3	0.152884723	0.362229549
YLR149C	0.084670447	0.362647024
FAA3	0.152767458	0.362723658
KNS1	-0.082051787	0.362841998
PUS2	0.298209675	0.362936785
RKM5	0.172381062	0.363322926
YPR010C-A	-1.882662477	0.364889398
HEM4	-0.184322061	0.364852364
SEC2	0.076533475	0.365041535
BTS1	0.152106202	0.365073116
RPA135	-0.0619103	0.365019146
YKL047W	0.113457266	0.365436483
FAR7	0.127170734	0.366653393
NRM1	-0.152866459	0.36687489
UGA3	0.178164422	0.367436279
NGR1	0.196960924	0.367406799
JNM1	0.186309481	0.367405296
YMR259C	0.151627005	0.367635328
SGV1	0.060305578	0.367728632
DYN3	0.09070683	0.36766029
CDC50	0.449654991	0.367713185
TRP5	-0.06434475	0.368167593
APC5	0.116004729	0.368338031
GEA1	0.095102416	0.369218818
TOA1	0.186283224	0.36936352
YLL007C	-0.128301341	0.369961981
YCR076C	0.135060894	0.369840185
PRO1	-0.122237241	0.370643856
POP4	0.186766071	0.370548176
RTC5	0.089390061	0.370554716
TPM1	-0.167593973	0.370666316
CLB3	-0.295776253	0.370752853
SEC4	0.093724589	0.370729289
MET1	0.151572122	0.371121617
PUN1	-0.241924737	0.371070916
POL30	-0.102551684	0.371077318
FAU1	-0.348773444	0.371133368
HOC1	0.163460361	0.371069601
VPS62	0.264226159	0.371082101
RPS4B	-0.444799931	0.371067676
SWI3	0.078435134	0.370950505
TSA2	0.576954721	0.371063326
YIR035C	0.290464013	0.371931694
ENP2	-0.089591075	0.372112975
HRD3	0.175022499	0.372175022
YPS1	-0.112011193	0.374034821
BDP1	0.147126125	0.373938437
RGC1	-0.121151535	0.373858508
APL5	-0.123296567	0.374022844
VID27	0.120111268	0.374017881
ALD6	0.192635316	0.374349351
SPC24	0.173485663	0.37610138
APC11	0.148688192	0.376435063
RPL17B	-0.293821671	0.377453216
RPC34	-0.258007854	0.377579344
SPP382	0.146326889	0.377805142
SAF1	0.181881928	0.378080659
UTP6	0.116964513	0.378742419
DGK1	0.11568362	0.37862706
YOL107W	0.136156389	0.379696816
BUB2	0.200784497	0.380125896
RLP7	-0.112017754	0.380258206
FAR8	0.134220164	0.380151721
UFE1	0.116874108	0.38024416
YJU3	0.060865562	0.380202544
SDS22	0.138009586	0.380708656
PRP38	0.077989371	0.381704183
GAS5	-0.453296218	0.382242704
DPB4	0.084904473	0.382363366
VPS30	0.099517282	0.382600346
RPL22A	-0.139690151	0.382537589
SWC3	0.220028299	0.382414884
NUP53	0.142987866	0.382392328
PSA1	-0.481662254	0.382868476
NFI1	0.094268549	0.384271613
EPL1	0.159594752	0.384453864
FRS1	-0.181501684	0.384472932
CIA1	0.345830958	0.384527372
ENB1	-0.242454542	0.384972012
ARC35	0.060471772	0.385528452
CDC39	0.037211194	0.385959478
MED2	0.158432535	0.386055839
RPL26B	-0.483731603	0.38641938
YET1	0.236045152	0.387512659
YNR048W	-0.168449611	0.387396812
UTP11	-0.175451912	0.387567233
RPL11B	-0.267498314	0.387896804
RPS23A	-0.651255212	0.388240258
RPS28B	-0.123705399	0.388168185
RSC2	0.149480729	0.388198976
SEC65	-0.099034232	0.388663112
TWF1	-0.132388337	0.388551262
LST8	0.345896292	0.388853301
THG1	0.378824192	0.388981851
SPG4	0.799731517	0.389705811
EAR1	-0.106110754	0.390128609
BGL2	0.513187345	0.390388275
WTM2	0.241687501	0.390631632
AIM1	-0.462151378	0.390513616
YHR003C	0.053737817	0.390745824
UNG1	0.082285261	0.390697693
YOR262W	0.115520767	0.390866072
PRP46	0.219457135	0.391634735
YPL225W	0.077383312	0.39242026
YCK3	0.099304071	0.393290762
PRS2	0.095924971	0.393294945
RRB1	0.068968219	0.393747114
MAK32	0.163157667	0.394132729
UBC8	-0.144626181	0.396385572
HTB1	0.698734977	0.396564932
MET4	0.206631766	0.396491067
NSR1	-0.179790685	0.396883003
SLD5	0.117890525	0.397065807
RRS1	0.228207208	0.39696931
YPL067C	-0.063637178	0.397214022
BOP3	-0.110182047	0.398630793
TLG1	-0.083639617	0.400924715
TVP18	0.11288007	0.401398929
YGL036W	-0.053793398	0.401656713
GON7	-0.257777613	0.402120452
MED7	0.181235745	0.402108693
YHR020W	-0.139379085	0.402216174
ZUO1	0.097242502	0.403750754
DSF2	0.133715693	0.403642099
HHO1	-0.089721892	0.403600117
FKH2	-0.121806082	0.40350177
YKL065W-A	-0.487379243	0.403670619
RIB2	-0.079644661	0.403594479
RAT1	0.089971073	0.403567704
RPP0	-0.389603343	0.403510507
NST1	0.104538827	0.403851576
THP2	0.152630785	0.403826438
RPS0A	-0.228598569	0.403817185
RPL19B	-0.442497807	0.404193323
RPL28	-0.49740147	0.404349171
PTR3	-0.194299569	0.405072397
MIC17	-0.693242656	0.405423912
DUN1	0.102908742	0.405791237
EAP1	0.156258988	0.406387843
SKI6	0.11166694	0.406421013
SLF1	-0.140431606	0.406535976
VPS1	-0.05398311	0.406469886
PGK1	0.31483072	0.406490699
YOR352W	0.078878908	0.406611054
YPR172W	0.403038635	0.406843315
CRG1	0.21901516	0.40757446
YOL098C	-0.120309115	0.408226549
RPL2A	-0.423836173	0.408182771
SRP14	0.112693662	0.408190005
SPT16	0.082619557	0.408231499
ERP2	0.085663439	0.408756687
RRN6	0.212048892	0.409016159
ELO1	0.108919205	0.409954592
NUP85	0.140373801	0.40986655
RPN10	-0.135731607	0.409922457
LSG1	-0.108651804	0.410495999
RPS12	-0.34492641	0.41071122
HSP78	-0.153613377	0.410626484
YMR111C	0.088746245	0.410622582
MUD2	0.09968816	0.411328219
TIF2	-0.205214487	0.413030302
DBF20	0.109757849	0.413162156
EMI5	-0.184147919	0.413302521
RSP5	0.068599637	0.414086477
POP5	0.080600746	0.41400988
NMA111	0.105691126	0.414154994
SMB1	0.090770991	0.414409569
YLR241W	0.121842768	0.41557641
MMS21	0.332593345	0.415651813
NHA1	0.129419065	0.415543888
MTW1	0.231478845	0.415491839
NAM7	0.087282596	0.415541695
ALG1	0.251856059	0.415830969
BUR6	0.106679382	0.415920701
ELP4	0.121434721	0.416224475
YJL068C	0.188818353	0.417038826
ECM10	-0.085088916	0.416979207
APA2	-0.094702318	0.416952283
UBA2	0.028112594	0.416990958
RTC6	-1.076199793	0.417232041
TRM5	0.049949695	0.41739265
CCS1	0.209483869	0.417336476
YOR390W	0.10113466	0.418535523
GPI16	0.167356395	0.418406022
CDC34	-0.243790749	0.418606194
PRP22	-0.096807274	0.41879223
RPL5	-0.395081979	0.420833934
RIB7	0.182209672	0.421893187
RPC53	-0.123031798	0.422395889
SPA2	0.123463972	0.422333334
HIR1	0.117353649	0.424142392
ASP1	-0.244911314	0.424222531
ADE16	-0.06596148	0.424270481
YDL180W	-0.104459294	0.42437785
YHP1	-0.252962483	0.424328944
ADE4	0.245762296	0.424579642
KTR1	-0.106089616	0.424905776
CUE2	0.086423851	0.4248229
LYP1	-0.114744805	0.424865572
QNS1	0.136765656	0.425152506
RAD26	0.119353692	0.425192291
MNP1	0.358845226	0.425460667
YMR181C	-0.225925093	0.425967739
SPT4	0.176644134	0.426976939
ACM1	-0.199189822	0.426880644
YSP3	0.560260349	0.427372663
MSH6	0.128561314	0.427348783
LSB3	0.087257372	0.427398562
OPY1	0.201648508	0.427837048
ESC8	0.064759006	0.427829602
SBP1	0.072433307	0.42779294
CHS2	0.090536552	0.4278375
MNN11	0.06836023	0.428261979
VMA2	-0.188262391	0.42931011
ALB1	-0.102062614	0.429282508
SIZ1	0.49328348	0.42948542
RFC1	0.04869342	0.429557624
IGO1	0.074200691	0.429511067
VIP1	-0.048954786	0.429686538
CTH1	-0.257966235	0.42972594
EAF7	0.101720619	0.429935079
YML037C	0.131792586	0.430495226
RTT106	0.111428555	0.430453144
RPL12B	-0.447335325	0.430614571
MTR4	0.065605055	0.430634478
CGI121	0.131033118	0.431477399
RPL35B	-0.769276385	0.431362064
GRX6	0.108931162	0.432121786
SNM1	0.146973748	0.432314368
PPX1	-0.086769599	0.433651996
SPT14	0.192347098	0.434291848
SEC7	-0.041997316	0.434234484
SVF1	0.230856424	0.435038567
FUN26	-0.119895752	0.435258912
VPS24	0.089704846	0.435268895
MCM4	0.049542057	0.43546029
YLL054C	-0.092146186	0.436354001
HEM13	-0.112215774	0.437426205
UBC7	-0.055972941	0.438540641
RSC4	0.080259486	0.438790528
GMH1	0.118878812	0.439210576
APL6	-0.115016072	0.439111066
YCL049C	-0.247927767	0.440147087
MRS1	-0.231986409	0.440189765
PTI1	0.122545181	0.4417409
PBP2	0.236351967	0.442221202
GAL4	0.135546676	0.442303318
HAP3	-0.22251231	0.442311538
SNX41	0.144355198	0.442432628
PNO1	-0.140908016	0.443023517
COA3	-0.124897678	0.443469228
RAD1	0.126790694	0.444635932
PIL1	0.118019822	0.44514953
TDA3	-0.10101164	0.445727065
EXG1	-0.263981843	0.44586558
RPS26B	-0.518420991	0.446161265
ALG13	0.109184779	0.44623298
MCD4	0.124255756	0.446307724
YCR087C-A	0.23117256	0.446451579
NOC3	0.054957518	0.446640765
ALG6	0.410803052	0.44771715
YUR1	0.178805353	0.447663221
TMA7	-0.237813826	0.447993274
TIF3	-0.101757077	0.448677058
YOR131C	0.080140725	0.449072962
HSP60	-0.186612331	0.449493846
GFD1	-0.146142354	0.449432587
CTT1	0.238299186	0.449530141
BRF1	0.113630781	0.449841529
STI1	0.053321163	0.450003089
ECM25	-0.175224854	0.450346712
KIN4	0.119987135	0.45056973
TRE1	-0.074340535	0.45149016
TYE7	-0.072874325	0.452035689
SKN7	0.097949969	0.452049928
YDL206W	-0.153774339	0.452056156
GPI2	-0.313020887	0.452915587
AGP1	-0.230530791	0.4532097
YNR029C	-0.098070543	0.453503493
BOS1	0.113235453	0.453696495
TOD6	0.196414729	0.453828554
RPL8B	-0.548194421	0.453947161
RPL14B	-0.528673865	0.454553941
POF1	-0.101222455	0.454568026
PIH1	-0.186192274	0.45468093
SPC34	0.124320849	0.454771072
LST7	0.102486452	0.45472171
NCB2	0.15403957	0.455517901
YBT1	0.069918823	0.455703506
ORC2	0.101072622	0.455607371
MAK11	-0.146204098	0.455857508
TEF2	-0.306224227	0.455730178
YBR056W	0.087432415	0.455908144
RSC9	0.074530191	0.455977152
POG1	0.163358025	0.456775056
YBR053C	0.127272685	0.457375481
SCW11	1.078560699	0.457794843
GRX3	0.090649797	0.458315882
KTR6	-0.178333944	0.458246904
MCA1	-0.121296781	0.459464428
YMR134W	0.109871809	0.459513038
VAM6	0.131238145	0.459379049
ENT1	-0.069811694	0.4593315
PWP2	0.095052703	0.459227263
YKR041W	0.234337945	0.459288783
MET12	0.056589702	0.460890167
YFR016C	0.072595716	0.462515022
ARG1	0.113645727	0.462798624
CBR1	0.088535378	0.462704612
CDC1	-0.090016799	0.463086885
RPS10B	-0.649516075	0.463280426
WBP1	0.14499073	0.463594122
YFL034W	0.08878157	0.463477308
YMR209C	0.077577177	0.463427027
COQ3	-0.400958565	0.464859089
TRL1	-0.104246176	0.464758809
MET3	0.157846719	0.464868398
GCN4	-0.237628974	0.464911021
MPP10	0.094574562	0.465887487
KAP123	-0.071705663	0.466415707
ARC15	-0.118451735	0.46670606
RPL9A	-0.446435317	0.467519265
VIK1	-0.141082898	0.46780444
TAF6	0.046615691	0.468037206
POM152	0.127786235	0.468158938
HDA2	0.151221326	0.468641701
SEC63	0.125481844	0.468774143
GAL83	-0.094586102	0.469187947
NPR1	0.142971038	0.471391983
NRP1	-0.122322641	0.471676247
RPL24B	-0.773523993	0.471714768
SPB4	-0.047801678	0.472527596
TAF5	0.073569868	0.473227404
URH1	0.20008156	0.475740304
PRP31	0.056186035	0.475866434
RPA49	-0.162652227	0.475761414
NBL1	-0.373425215	0.475865667
MFB1	0.094794452	0.476127349
SIR4	0.127460781	0.476093183
TIM9	-0.23618029	0.476024283
LSM4	0.099902528	0.476787407
GEA2	0.045743361	0.477245611
TOM22	-0.18078034	0.477211048
HSF1	0.131003146	0.477128957
CAJ1	0.137844417	0.477044617
MRT4	-0.104792626	0.477340468
ARX1	0.069376426	0.477260772
YSH1	0.103099792	0.477416597
GUK1	0.043836841	0.477370925
DBP5	-0.069909276	0.477930852
PGM1	0.102393145	0.480876461
NSP1	-0.119883648	0.480846805
EMP70	-0.089772136	0.480831152
YKL063C	0.146138881	0.480763041
PUT4	-0.224914083	0.480691318
TMA64	-0.056780944	0.480763776
HST1	-0.138795239	0.480698405
BMH2	0.047056387	0.481253837
ECM27	0.177674212	0.484014596
FKH1	-0.129785493	0.484137461
DIM1	0.077670119	0.484132513
RPC37	-0.13885955	0.485659782
YNL247W	-0.180994784	0.485997866
GFA1	-0.106642734	0.487428475
SUA5	0.069341555	0.488235095
YDR338C	-0.227747006	0.488874559
GIM5	-0.093014947	0.488759509
SYP1	0.042430376	0.48969239
DID2	-0.072561211	0.489661177
HRK1	-0.071885841	0.4902928
COP1	0.048597632	0.490429262
SHR3	0.26019894	0.490584979
MRP8	0.084848087	0.491092443
YNL050C	-0.13826887	0.491069328
TPM2	-0.297660443	0.491369797
NOG1	-0.079600671	0.491570061
TAP42	0.06464762	0.491485001
SPP381	0.231425721	0.491836659
PSE1	-0.073551041	0.491889599
DBP7	0.0923643	0.49204792
YLF2	0.045221926	0.492267574
VPS52	-0.185425468	0.492807393
GLO3	-0.087294315	0.493344405
INO2	0.143247166	0.493365727
FCY1	0.098981586	0.493523717
EMG1	-0.117376075	0.493559192
SRF1	0.244397748	0.493419978
CWC24	0.329124096	0.493474383
YDR370C	0.119350784	0.495453747
SWD2	-0.105848638	0.495299938
DLT1	0.224642595	0.495157348
IDS2	0.112746536	0.495219161
RIB3	0.138890497	0.495547333
GUT1	0.196778635	0.495444381
TUB1	0.142721115	0.495437001
YMR010W	-0.127512063	0.495778917
KIN3	-0.080129466	0.49584537
GDA1	-0.158542254	0.496145779
HTS1	-0.06531286	0.496277684
PBP1	-0.132942606	0.498644715
CEX1	-0.074359254	0.498945958
MDG1	0.081950993	0.498793049
UTP25	0.096323167	0.499304909
YFH7	0.231943069	0.499229428
